goods_code	supplementary_unit	description
85279900	NAR	number of items
85284200	NAR	number of items
85284900	NAR	number of items
85285210	NAR	number of items
85285291	NAR	number of items
85285299	NAR	number of items
85285900	NAR	number of items
85286200	NAR	number of items
85286920	NAR	number of items
85286980	NAR	number of items
85287111	NAR	number of items
85287115	NAR	number of items
85287119	NAR	number of items
85287191	NAR	number of items
85287199	NAR	number of items
85287210	NAR	number of items
85287220	NAR	number of items
85287230	NAR	number of items
85287240	NAR	number of items
85287260	NAR	number of items
85287280	NAR	number of items
85287300	NAR	number of items
85311030	NAR	number of items
85311095	NAR	number of items
85391000	NAR	number of items
85392130	NAR	number of items
85392192	NAR	number of items
85392198	NAR	number of items
85392210	NAR	number of items
85392290	NAR	number of items
85392930	NAR	number of items
85392992	NAR	number of items
85392998	NAR	number of items
85393110	NAR	number of items
85393190	NAR	number of items
85393220	NAR	number of items
85393290	NAR	number of items
85393920	NAR	number of items
85393980	NAR	number of items
85394100	NAR	number of items
85394900	NAR	number of items
85395000	NAR	number of items
85401100	NAR	number of items
85401200	NAR	number of items
85402010	NAR	number of items
85402080	NAR	number of items
85404000	NAR	number of items
85406000	NAR	number of items
85407100	NAR	number of items
85407900	NAR	number of items
85408100	NAR	number of items
85408900	NAR	number of items
85423231	NAR	number of items
85423239	NAR	number of items
85423245	NAR	number of items
85423255	NAR	number of items
85423261	NAR	number of items
85423269	NAR	number of items
85423275	NAR	number of items
85437050	NAR	number of items
85481010	NAR	number of items
86011000	NAR	number of items
86012000	NAR	number of items
86031000	NAR	number of items
86039000	NAR	number of items
86040000	NAR	number of items
86050000	NAR	number of items
86061000	NAR	number of items
86063000	NAR	number of items
86069110	NAR	number of items
86069180	NAR	number of items
86069200	NAR	number of items
86069900	NAR	number of items
86090010	NAR	number of items
86090090	NAR	number of items
87011000	NAR	number of items
87012010	NAR	number of items
87012090	NAR	number of items
87013000	NAR	number of items
87019110	NAR	number of items
87019190	NAR	number of items
87019210	NAR	number of items
87019290	NAR	number of items
87019310	NAR	number of items
87019390	NAR	number of items
87019410	NAR	number of items
87019490	NAR	number of items
87019510	NAR	number of items
87019590	NAR	number of items
87021011	NAR	number of items
87021019	NAR	number of items
87021091	NAR	number of items
87021099	NAR	number of items
87022010	NAR	number of items
87022090	NAR	number of items
87023010	NAR	number of items
87023090	NAR	number of items
87024000	NAR	number of items
87029011	NAR	number of items
87029019	NAR	number of items
87029031	NAR	number of items
87029039	NAR	number of items
87029090	NAR	number of items
87031011	NAR	number of items
87031018	NAR	number of items
87032110	NAR	number of items
87032190	NAR	number of items
87032210	NAR	number of items
87032290	NAR	number of items
87032311	NAR	number of items
87032319	NAR	number of items
87032390	NAR	number of items
87032410	NAR	number of items
87032490	NAR	number of items
87033110	NAR	number of items
87033190	NAR	number of items
87033211	NAR	number of items
87033219	NAR	number of items
87033290	NAR	number of items
87033311	NAR	number of items
87033319	NAR	number of items
87033390	NAR	number of items
87034010	NAR	number of items
87034090	NAR	number of items
87035000	NAR	number of items
87036010	NAR	number of items
87036090	NAR	number of items
87037000	NAR	number of items
87038010	NAR	number of items
87038090	NAR	number of items
87039000	NAR	number of items
87041010	NAR	number of items
87041090	NAR	number of items
87042110	NAR	number of items
87042131	NAR	number of items
87042139	NAR	number of items
87042191	NAR	number of items
87042199	NAR	number of items
87042210	NAR	number of items
87042291	NAR	number of items
87042299	NAR	number of items
87042310	NAR	number of items
87042391	NAR	number of items
87042399	NAR	number of items
87043110	NAR	number of items
87043131	NAR	number of items
87043139	NAR	number of items
87043191	NAR	number of items
87043199	NAR	number of items
87043210	NAR	number of items
87043291	NAR	number of items
87043299	NAR	number of items
87049000	NAR	number of items
87051000	NAR	number of items
87052000	NAR	number of items
87053000	NAR	number of items
87054000	NAR	number of items
87059030	NAR	number of items
87059080	NAR	number of items
87060011	NAR	number of items
87060019	NAR	number of items
87060091	NAR	number of items
87060099	NAR	number of items
87071010	NAR	number of items
87071090	NAR	number of items
87079010	NAR	number of items
87079090	NAR	number of items
87082110	NAR	number of items
87082190	NAR	number of items
87089510	NAR	number of items
87091110	NAR	number of items
87091190	NAR	number of items
87091910	NAR	number of items
87091990	NAR	number of items
87111000	NAR	number of items
87112010	NAR	number of items
87112092	NAR	number of items
87112098	NAR	number of items
87113010	NAR	number of items
87113090	NAR	number of items
87114000	NAR	number of items
87115000	NAR	number of items
87116010	NAR	number of items
87116090	NAR	number of items
87119000	NAR	number of items
87120030	NAR	number of items
87120070	NAR	number of items
87131000	NAR	number of items
87139000	NAR	number of items
87149110	NAR	number of items
87149130	NAR	number of items
87149210	NAR	number of items
87149610	NPR	number of pairs
87149910	NAR	number of items
87149930	NAR	number of items
87150010	NAR	number of items
87161092	NAR	number of items
87161098	NAR	number of items
87162000	NAR	number of items
87163100	NAR	number of items
87163910	NAR	number of items
87163930	NAR	number of items
87163950	NAR	number of items
87163980	NAR	number of items
88010010	NAR	number of items
88010090	NAR	number of items
88021100	NAR	number of items
88021200	NAR	number of items
88022000	NAR	number of items
88023000	NAR	number of items
88024000	NAR	number of items
88026011	NAR	number of items
88026019	NAR	number of items
88026090	NAR	number of items
89011010	NAR	number of items
89011090	NAR	number of items
89012010	NAR	number of items
89012090	CCT	carrying capacity in tonnes
89013010	NAR	number of items
89013090	CCT	carrying capacity in tonnes
89019010	NAR	number of items
89019090	CCT	carrying capacity in tonnes
89020010	NAR	number of items
89020090	NAR	number of items
89031010	NAR	number of items
89031090	NAR	number of items
89039110	NAR	number of items
89039190	NAR	number of items
89039210	NAR	number of items
89039291	NAR	number of items
89039299	NAR	number of items
89039910	NAR	number of items
89039991	NAR	number of items
89039999	NAR	number of items
89040010	NAR	number of items
89040091	NAR	number of items
89051010	NAR	number of items
89051090	NAR	number of items
89052000	NAR	number of items
89059010	NAR	number of items
89059090	NAR	number of items
89061000	NAR	number of items
89069010	NAR	number of items
89069091	NAR	number of items
89069099	NAR	number of items
89071000	NAR	number of items
89079000	NAR	number of items
90013000	NAR	number of items
90014020	NAR	number of items
90014041	NAR	number of items
90014049	NAR	number of items
90014080	NAR	number of items
90015020	NAR	number of items
90015041	NAR	number of items
90015049	NAR	number of items
90015080	NAR	number of items
90021100	NAR	number of items
90021900	NAR	number of items
90022000	NAR	number of items
90031100	NAR	number of items
90031900	NAR	number of items
90041010	NAR	number of items
90041091	NAR	number of items
90041099	NAR	number of items
90051000	NAR	number of items
90063000	NAR	number of items
90064000	NAR	number of items
90065100	NAR	number of items
90065200	NAR	number of items
90065310	NAR	number of items
90065380	NAR	number of items
90065900	NAR	number of items
90066100	NAR	number of items
90066900	NAR	number of items
90071000	NAR	number of items
90072000	NAR	number of items
90085000	NAR	number of items
90111000	NAR	number of items
90112010	NAR	number of items
90112090	NAR	number of items
90118000	NAR	number of items
90142020	NAR	number of items
90160010	NAR	number of items
90171010	NAR	number of items
90171090	NAR	number of items
90172005	NAR	number of items
90172039	NAR	number of items
90172090	NAR	number of items
90173000	NAR	number of items
90192010	NAR	number of items
90192020	NAR	number of items
90200010	NAR	number of items
90212110	CEN	100 items
90212190	CEN	100 items
90214000	NAR	number of items
90215000	NAR	number of items
90221200	NAR	number of items
90221300	NAR	number of items
90221400	NAR	number of items
90221900	NAR	number of items
90222100	NAR	number of items
90222900	NAR	number of items
90223000	NAR	number of items
90251120	NAR	number of items
90251180	NAR	number of items
90251900	NAR	number of items
90258020	NAR	number of items
90261021	NAR	number of items
90261029	NAR	number of items
90261081	NAR	number of items
90261089	NAR	number of items
90262020	NAR	number of items
90262040	NAR	number of items
90262080	NAR	number of items
90271010	NAR	number of items
90271090	NAR	number of items
90281000	NAR	number of items
90282000	NAR	number of items
90283011	NAR	number of items
90283019	NAR	number of items
90283090	NAR	number of items
90314910	NAR	number of items
90321020	NAR	number of items
90321080	NAR	number of items
90322000	NAR	number of items
91011100	NAR	number of items
91011900	NAR	number of items
91012100	NAR	number of items
91012900	NAR	number of items
91019100	NAR	number of items
91019900	NAR	number of items
91021100	NAR	number of items
91021200	NAR	number of items
91021900	NAR	number of items
91022100	NAR	number of items
91022900	NAR	number of items
91029100	NAR	number of items
91029900	NAR	number of items
91031000	NAR	number of items
91039000	NAR	number of items
91040000	NAR	number of items
91051100	NAR	number of items
91051900	NAR	number of items
91052100	NAR	number of items
91052900	NAR	number of items
91059100	NAR	number of items
91059900	NAR	number of items
91061000	NAR	number of items
91069000	NAR	number of items
91070000	NAR	number of items
91081100	NAR	number of items
91081200	NAR	number of items
91081900	NAR	number of items
91082000	NAR	number of items
91089000	NAR	number of items
91091000	NAR	number of items
91099000	NAR	number of items
91101110	NAR	number of items
91101190	NAR	number of items
91111000	NAR	number of items
91112000	NAR	number of items
91118000	NAR	number of items
91122000	NAR	number of items
92011010	NAR	number of items
92011090	NAR	number of items
92012000	NAR	number of items
92021010	NAR	number of items
92021090	NAR	number of items
92029030	NAR	number of items
92029080	NAR	number of items
92051000	NAR	number of items
92059010	NAR	number of items
92059030	NAR	number of items
92071010	NAR	number of items
92071030	NAR	number of items
92071050	NAR	number of items
92079010	NAR	number of items
93011000	NAR	number of items
93012000	NAR	number of items
93019000	NAR	number of items
93020000	NAR	number of items
93031000	NAR	number of items
93032010	NAR	number of items
93032095	NAR	number of items
93033000	NAR	number of items
93039000	NAR	number of items
93040000	NAR	number of items
93062100	MIL	1 000 items
94043000	NAR	number of items
95043010	NAR	number of items
95043020	NAR	number of items
95061110	NPR	number of pairs
95061121	NAR	number of items
95061129	NPR	number of pairs
95061180	NPR	number of pairs
95063100	NAR	number of items
95063200	NAR	number of items
95067010	NPR	number of pairs
95067030	NPR	number of pairs
96031000	NAR	number of items
96032100	NAR	number of items
96032930	NAR	number of items
96033010	NAR	number of items
96033090	NAR	number of items
96034010	NAR	number of items
96034090	NAR	number of items
96039010	NAR	number of items
96071100	MTR	meter
96071900	MTR	meter
96081010	NAR	number of items
96081092	NAR	number of items
96081099	NAR	number of items
96082000	NAR	number of items
96083000	NAR	number of items
96084000	NAR	number of items
96086000	NAR	number of items
96131000	NAR	number of items
96132000	NAR	number of items
